# ra : 356.75, dec : 51.75
2022-06-06_2022-06-12,59739.16687361122,"[22898.0, 3163.0, 332.0, 27.0, 3.0, 0.0, 0.0]","[22935.852547767226, 3102.3451327079056, 304.9623526762769, 18.760165389189627, 4.834810033998649, 0.29442860184567454, 0.12615654763602105]","[791561168.1280628, 107004634.66034138, 10500988.184339589, 644588.1057302231, 165251.85958693712, 9962.335076031202, 4226.82889634942]",206213.0
2022-06-13_2022-06-19,59746.1670091434,"[23028.0, 3113.0, 319.0, 21.0, 8.0, 0.0, 0.0]","[22995.575970314603, 3128.6887217016583, 306.6415695938531, 19.561973832663206, 4.873441905541352, 0.22878410989297399, 0.12527537774590763]","[787380728.5035733, 107044548.28847645, 10488180.01321155, 667210.6469623734, 165769.8319420182, 8223.617283076635, 4155.321408209985]",205101.3
2022-06-20_2022-06-26,59753.167018634485,"[17022.0, 2283.0, 217.0, 14.0, 6.0, 1.0, 0.0]","[17011.98248563191, 2263.700898264936, 221.05263342342613, 13.000406704823567, 3.0347943756432754, 0.2060403275059339, 0.09300933141325318]","[555842110.1365757, 74050031.92301992, 7230649.438646537, 426815.4438227221, 99660.49614655902, 6200.48766299267, 2827.4540352554545]",146532.9
2022-06-27_2022-07-03,59760.16680532409,"[16499.0, 2263.0, 194.0, 18.0, 5.0, 0.0, 0.0]","[16563.476436957455, 2196.1348934146604, 212.01449042855097, 13.006225264978413, 3.0744458614835435, 0.1504665059471979, 0.08084479809431878]","[510303450.8837997, 67602741.40950754, 6522507.285062876, 400677.8513912403, 94772.41424047091, 4690.328614756144, 2199.033877100569]",141379.8
2022-07-04_2022-07-10,59767.16666122664,"[22736.0, 3063.0, 322.0, 17.0, 2.0, 0.0, 0.0]","[22578.742555298446, 3065.8959306144952, 302.43448309173135, 19.478892906758357, 4.719338070357254, 0.38470434876801474, 0.11698085386294338]","[753468437.9688897, 102314363.96333374, 10085654.478566958, 648596.5981887248, 157645.231035962, 12460.265116539227, 4199.677803903273]",203135.2
2022-07-11_2022-07-17,59774.16690879582,"[22990.0, 3194.0, 343.0, 14.0, 3.0, 1.0, 0.0]","[22909.776125084834, 3100.6310031362077, 308.51102133300816, 19.01301810414215, 4.7639048731692, 0.2414813486326629, 0.11294703849795655]","[778766288.7699399, 105365167.56568606, 10479023.568867972, 645420.0246568373, 160705.41238237216, 8818.598944978374, 4229.420380013339]",206002.5
2022-07-18_2022-07-24,59781.1668662036,"[22663.0, 3023.0, 282.0, 14.0, 3.0, 1.0, 0.0]","[22608.851327970973, 3051.2814195583455, 296.7643262365472, 18.776080182050553, 4.459673253682615, 0.20163761389208312, 0.17483035690572177]","[769396017.619, 103765703.01977153, 10086551.894502044, 637865.1874578258, 151376.89026364218, 6628.065158959741, 6080.95566463395]",203713.3
2022-07-25_2022-07-31,59788.16675636565,"[22814.0, 3099.0, 294.0, 23.0, 8.0, 0.0, 0.0]","[22603.414106239394, 3043.9087513659188, 299.6780621503334, 20.152729802077396, 4.506737639838472, 0.26225660741999945, 0.07691865039544792]","[771043595.0332471, 103806760.0296045, 10215941.007212782, 688136.619955342, 153679.17011022574, 9763.135182347252, 2615.55965932865]",205985.6
2022-08-01_2022-08-07,59795.16681076432,"[20921.0, 2801.0, 288.0, 20.0, 4.0, 0.0, 0.0]","[21093.415469699416, 2837.6215482457155, 279.42665025863033, 18.6654814441672, 4.0247231855388375, 0.21014752180602572, 0.1368663979991684]","[727241813.8146783, 97812996.88119663, 9635455.056000276, 644292.7690349391, 138854.91746620706, 7904.333813710186, 4284.562193475428]",192065.0
2022-08-08_2022-08-14,59802.166529745205,"[22861.0, 3068.0, 298.0, 22.0, 8.0, 1.0, 0.0]","[22713.250815975804, 3065.8674310172114, 299.47608396906014, 18.933882140293935, 4.450865811890055, 0.3040387335176256, 0.12306121978141663]","[774981002.194577, 104546172.0887572, 10202283.817777751, 644062.547274283, 151154.67727739332, 9952.04846597078, 3988.298575948443]",207794.6
2022-08-15_2022-08-21,59809.16680590272,"[23027.0, 3087.0, 323.0, 25.0, 8.0, 1.0, 0.0]","[22738.29329902812, 3072.271748261869, 301.90862527378926, 18.84432206240216, 4.686077397676717, 0.2976650938547942, 0.10729502816326483]","[781036452.4760932, 105457611.86526315, 10354663.569793109, 647384.6760751125, 162385.9186142322, 10226.588825136052, 3536.5954766121704]",207795.5
2022-08-22_2022-08-28,59816.16690625,"[22672.0, 2997.0, 291.0, 16.0, 9.0, 0.0, 0.0]","[22711.069315090575, 3014.9169268914284, 293.002467164214, 19.271469300359435, 4.475715642850304, 0.2623194383650855, 0.06967424660638262]","[776493351.6455612, 103053554.4120197, 10009806.81613747, 658110.932458394, 154467.05358251394, 8969.14516122182, 2995.428601239142]",206326.7
2022-08-29_2022-09-04,59823.14737326394,"[22482.0, 2996.0, 286.0, 18.0, 1.0, 0.0, 0.0]","[22687.4910741716, 3036.2675202760006, 291.7839180491849, 18.26790796498191, 4.267079611679024, 0.3095322298392864, 0.14406069602308627]","[779121217.7355355, 104148357.35289891, 9985331.544649923, 624565.1596367479, 145740.489146113, 10237.125952804663, 4775.291524863279]",204385.3
2022-09-05_2022-09-11,59830.14744907413,"[20672.0, 2787.0, 290.0, 15.0, 7.0, 0.0, 0.0]","[20743.91941752119, 2813.934316325527, 279.9067630504519, 18.36461584961258, 4.553253602691617, 0.27073199588096575, 0.1445726627750859]","[701407063.7467519, 95173563.16192217, 9470841.195766855, 622010.6474999816, 154452.97682878646, 9059.964501461624, 5347.564153356418]",194328.9
2022-09-12_2022-09-18,59837.1668284719,"[19894.0, 2652.0, 251.0, 23.0, 3.0, 0.0, 2.0]","[19941.71887489612, 2714.1662890907423, 271.21663813134, 17.992546482205324, 4.341523385934461, 0.2877082555807651, 0.1227510834329865]","[680806809.0003557, 92520992.30285402, 9226276.355392924, 609256.4902411376, 147135.9688091294, 9762.705685375253, 4148.291737267613]",185017.0
2022-09-19_2022-09-25,59844.16651377377,"[22904.0, 3095.0, 282.0, 23.0, 7.0, 0.0, 0.0]","[22805.003428086435, 3091.1630544759782, 303.89736409462427, 19.5054526259229, 4.769646943679162, 0.19985226633682895, 0.11419066681334064]","[789437775.5754135, 107031789.91668083, 10519789.12744915, 675083.5262085486, 165948.63251470425, 7370.6774440807785, 3619.854358388239]",204028.1
2022-09-26_2022-10-02,59851.1669710641,"[22448.0, 3094.0, 321.0, 18.0, 7.0, 0.0, 0.0]","[22466.144005811755, 3011.6107109772543, 292.42048620376977, 18.592465658537492, 4.516388833559891, 0.19325008326826265, 0.09680059076111519]","[758608734.5631626, 101706959.22749385, 9877713.12706655, 629451.8659962376, 154514.96904834284, 6694.904997828014, 3197.1781169741475]",197522.2
2022-10-03_2022-10-09,59858.16684722263,"[22737.0, 3219.0, 323.0, 17.0, 6.0, 2.0, 1.0]","[22647.25051951263, 3063.526039983353, 300.35580610594184, 18.86130886911555, 4.915934937850716, 0.3034407851551814, 0.13838562304674457]","[785651991.185347, 106222315.23383568, 10408819.744062614, 651404.8999983687, 170852.6807195267, 10491.4647088419, 4969.940578277707]",207754.7
2022-10-10_2022-10-16,59865.16683425795,"[22440.0, 3083.0, 288.0, 18.0, 3.0, 0.0, 0.0]","[22693.387982415683, 3089.6104922947625, 305.96970177786096, 19.120949892377464, 4.779362784246864, 0.27652811213642836, 0.11845027358122462]","[779695502.5920789, 106116111.67682281, 10513956.572062748, 655309.9941789992, 162851.11696707676, 9675.473789268117, 3952.4683968661607]",203576.2
2022-10-17_2022-10-23,59871.978755787066,"[20286.0, 2751.0, 286.0, 22.0, 4.0, 0.0, 0.0]","[20266.685707816803, 2775.541134929811, 278.4811803102915, 18.0846188676203, 4.479891251158692, 0.2362289612444124, 0.14286980164872923]","[696795597.0648549, 95449499.74557273, 9574651.769875702, 621925.40259617, 154070.09195873392, 8802.887277680975, 4751.683384275119]",182749.6
2022-10-24_2022-10-30,59879.2502747682,"[21580.0, 2951.0, 314.0, 14.0, 4.0, 0.0, 2.0]","[21592.796731026447, 2962.8166398561757, 292.8844293547827, 18.8264096251693, 4.815638480130649, 0.3058323032421205, 0.1465821374769194]","[728836449.9598285, 100087364.3083532, 9902956.415605528, 636829.5464826345, 162541.23137123068, 9988.283556868202, 4520.41687450988]",189477.1
2022-10-31_2022-11-06,59886.16695219893,"[22789.0, 3136.0, 334.0, 33.0, 4.0, 0.0, 1.0]","[22669.16169565201, 3109.320370478474, 314.1631251217159, 20.714023709927485, 5.266165799192263, 0.34227241979159995, 0.10052133274663484]","[784624513.8222677, 107575838.77585116, 10862473.333560402, 717834.7675746812, 181451.3507249617, 11059.091843407912, 3651.429614216054]",207691.0
2022-11-07_2022-11-13,59893.16699583343,"[22866.0, 3108.0, 308.0, 20.0, 7.0, 0.0, 0.0]","[22930.678671728132, 3141.055395298805, 313.91083757266625, 21.003286835972958, 5.1268142392911775, 0.29316612213017357, 0.10906671509602552]","[793548058.0614816, 108667549.87875512, 10869206.778305525, 725883.4355721985, 176695.79701728307, 10144.23180911787, 3744.730826697363]",207807.8
2022-11-14_2022-11-20,59900.16687060168,"[23213.0, 3126.0, 336.0, 30.0, 4.0, 1.0, 0.0]","[23103.16409964653, 3149.661527537741, 315.2232173116698, 20.442780762730223, 5.052240638189475, 0.275924810135557, 0.13158251837553975]","[796601884.9304724, 108569012.20210516, 10858141.149764214, 707552.0020166849, 174153.1610673575, 9973.13473081601, 4478.08644125007]",206798.4
2022-11-21_2022-11-27,59907.16699351847,"[23370.0, 3290.0, 294.0, 23.0, 11.0, 1.0, 1.0]","[23221.738902316916, 3168.8460944279323, 316.4248375151167, 19.85607124168512, 5.603149032065806, 0.29170661434376033, 0.1132002829236999]","[802458648.3853345, 109438170.60720477, 10921410.125130894, 685326.48250671, 193588.58909024083, 10320.229378864999, 3980.317226108232]",207615.1
2022-11-28_2022-12-04,59914.166677777845,"[23316.0, 3161.0, 314.0, 29.0, 5.0, 0.0, 0.0]","[23229.630071953437, 3166.668708462701, 318.2095818817182, 20.818623909436727, 5.207927953142602, 0.29610921107966903, 0.09759070745062641]","[799175098.338681, 108903803.97681876, 10935331.978848668, 715745.189923127, 178430.25066212608, 9950.930972825965, 3226.669964184152]",206759.5
2022-12-05_2022-12-11,59921.166612731264,"[23621.0, 3193.0, 321.0, 24.0, 7.0, 2.0, 0.0]","[23653.01790787223, 3232.0140142265545, 323.04550602139346, 20.717537169393115, 5.023511929972196, 0.3457319681705302, 0.13122832333608042]","[806985269.5040998, 110288419.37289187, 11024913.955329757, 707179.6635073308, 171946.01776036355, 11175.579396909232, 4494.886831403854]",207183.3
2022-12-12_2022-12-18,59928.16688993055,"[23807.0, 3107.0, 327.0, 22.0, 8.0, 0.0, 0.0]","[23652.873754085533, 3230.863391654238, 323.38726330084955, 20.691446156337175, 5.7461673702104274, 0.35361852154177786, 0.11760948205678867]","[815330682.4756832, 111351849.85889402, 11138489.115849994, 714189.2509172024, 198244.99491139, 12007.671330865858, 4467.0836702932875]",206082.0
2022-12-19_2022-12-25,59935.16690578736,"[22697.0, 3083.0, 300.0, 21.0, 7.0, 0.0, 0.0]","[22383.162876529084, 3075.924933924205, 304.74282852880214, 20.436596490263664, 4.874001662859153, 0.27980347811311557, 0.07049651524238801]","[756511233.6338562, 103900842.52675344, 10300803.449602123, 693572.6319533117, 164383.4587339549, 9725.482686684487, 2599.0500634990613]",196110.3
2022-12-26_2023-01-01,59942.16682083384,"[21433.0, 3045.0, 292.0, 23.0, 0.0, 0.0, 0.0]","[21461.198001149496, 2954.418902214641, 298.1110616807651, 19.913585803496712, 5.155198182791893, 0.18005221742327848, 0.1010564044894396]","[703541373.3052212, 96837841.18750691, 9779391.13743876, 652321.9021054241, 169828.78724385207, 6315.970197018104, 3814.4583177007157]",185845.9
2023-01-02_2023-01-08,59949.16686342559,"[20285.0, 2808.0, 283.0, 26.0, 6.0, 0.0, 0.0]","[20303.856422007684, 2808.9315853892963, 283.9633981941281, 19.727447033307165, 4.858053039863526, 0.32107990603861564, 0.10380863502876445]","[694320469.3538742, 96078939.32821552, 9713809.298679987, 676151.319937381, 166043.5842440829, 11540.502189132138, 3317.0589907589556]",184790.5
2023-01-09_2023-01-15,59956.16683078704,"[24702.0, 3372.0, 325.0, 32.0, 2.0, 2.0, 0.0]","[24565.39075267032, 3358.695651370164, 334.07087631167315, 21.779991748163535, 5.478909001503572, 0.36364019294999284, 0.1307247844841819]","[842720539.1086123, 115297197.64132725, 11491979.218852391, 749192.2548937273, 188849.63387012028, 12166.211538627387, 4534.859683844516]",206078.3
2023-01-16_2023-01-22,59963.16676030106,"[24785.0, 3433.0, 335.0, 17.0, 11.0, 0.0, 0.0]","[24769.370299413527, 3400.424756583736, 340.49054313364417, 22.7787219569444, 5.6905641353433305, 0.39081910251217, 0.12979557760980856]","[850073099.1333973, 116786376.60513003, 11719990.166784061, 785505.2992608653, 196387.58652903407, 13825.869936265985, 4997.1572518224975]",206215.6
2023-01-23_2023-01-29,59970.16675717596,"[24132.0, 3278.0, 349.0, 20.0, 6.0, 0.0, 0.0]","[24118.224540912175, 3285.345893824301, 320.4018704570724, 20.404406738485832, 5.0168104297195875, 0.3057913175032134, 0.11949395630751095]","[825896333.5131612, 112584709.90954877, 10997784.179816546, 701474.2596584054, 172248.50032825442, 9942.099099940637, 3953.6875419431844]",206162.8
2023-01-30_2023-02-05,59977.16682650465,"[23474.0, 3222.0, 347.0, 20.0, 4.0, 1.0, 0.0]","[23646.21899955419, 3227.675538512163, 316.16036236498405, 20.093218670054956, 4.8731789737362785, 0.24763227629909, 0.08463422061923671]","[795082780.2169487, 108632599.72418958, 10665083.4579222, 681237.7173437746, 165982.57370769331, 9216.785834756254, 2676.3431847181264]",201334.0
2023-02-06_2023-02-12,59984.16681087963,"[24682.0, 3395.0, 335.0, 25.0, 2.0, 0.0, 0.0]","[24794.70610018243, 3382.7507501111286, 333.06631333943704, 21.731474427395348, 5.607315850436523, 0.4055620783385844, 0.14497136308305]","[850934197.9256245, 116190572.84582418, 11465542.992150415, 749941.5842384031, 193113.54200764003, 13829.02893328331, 5292.5084429011295]",205993.3
2023-02-13_2023-02-19,59991.166785648245,"[23140.0, 3193.0, 317.0, 20.0, 7.0, 0.0, 1.0]","[23225.801273309822, 3150.723649353217, 314.44228774675383, 20.986032433779055, 5.264598505169247, 0.2819851469478894, 0.10771080461353807]","[783044093.8291855, 106395534.73803316, 10643226.255942276, 712414.6326687936, 178392.06287392028, 9260.845337488032, 3568.5626433306415]",200831.8
2023-02-20_2023-02-26,59998.16684629615,"[23582.0, 3203.0, 325.0, 29.0, 3.0, 0.0, 1.0]","[23464.81801023277, 3212.2719871309305, 321.8674648433306, 21.357923755042364, 5.296114148236511, 0.2894665188314468, 0.07480982143850393]","[792543123.4880478, 108651023.04156575, 10896979.214138485, 724690.4211565364, 178339.6736313933, 9627.334589120326, 2425.4713332121096]",202363.5
2023-02-27_2023-03-05,60005.16687835648,"[12070.0, 1608.0, 166.0, 11.0, 1.0, 0.0, 0.0]","[11948.068760464697, 1614.100546522353, 156.82398636839355, 10.171134912618232, 2.349861711843362, 0.14232332778755816, 0.0491112903128147]","[376071040.5470579, 50959629.667624965, 4976781.312403226, 325531.58344212343, 73548.41209157137, 4614.190856095158, 1771.4038015841645]",106535.1
2023-03-06_2023-03-12,60012.16669861128,"[20089.0, 2800.0, 290.0, 15.0, 10.0, 1.0, 0.0]","[20151.943090076595, 2768.6229029250258, 277.23857740752766, 19.313356325143346, 5.01111011905269, 0.3684559011006402, 0.11885973695076105]","[669889678.2841885, 92062315.20596637, 9236744.384339526, 642747.922021729, 167554.29877783285, 12033.293538098718, 4068.1861617298237]",174771.5
2023-03-13_2023-03-19,60019.16670821783,"[23800.0, 3228.0, 306.0, 24.0, 6.0, 0.0, 0.0]","[23668.002551785303, 3257.4029280516074, 328.4579131850082, 22.36635375738168, 5.695421870283247, 0.2841880593323774, 0.10575962621233753]","[816259001.7351675, 112380838.51891328, 11331781.277032334, 774657.5027416361, 196386.41895049953, 9853.700977407758, 3709.25424821332]",205701.9
2023-03-20_2023-03-26,60026.16679004633,"[23681.0, 3364.0, 346.0, 20.0, 9.0, 0.0, 0.0]","[23681.63022303194, 3266.2519012196976, 325.59918608332623, 21.460467846136886, 5.623147477252673, 0.3895025382860162, 0.1346188032711731]","[797879283.1328834, 110105840.81409249, 10997794.29487908, 723251.6652762265, 188947.05679233716, 13298.269059857867, 4562.347872333512]",197995.7
2023-03-27_2023-04-02,60033.166902199344,"[24089.0, 3311.0, 335.0, 22.0, 10.0, 1.0, 0.0]","[24120.030426414738, 3315.7364808676903, 333.7593957763585, 22.007981289881428, 6.244676850494867, 0.30600883252250516, 0.12404285084279852]","[831166468.0310966, 114217139.60245925, 11489714.140413985, 758494.3861104482, 213026.73216859932, 10282.476366319452, 4941.968837900122]",205611.0
2023-04-03_2023-04-09,60040.16684895881,"[22682.0, 3111.0, 358.0, 20.0, 10.0, 0.0, 0.0]","[22816.320603870554, 3114.2072558975024, 314.2877545897469, 20.871810795523835, 5.204516428081367, 0.4437686761773337, 0.10285894168755604]","[771168570.3804038, 105308634.02838887, 10624465.649556825, 704589.5395569127, 175983.247848514, 14702.956473507229, 3642.338103149944]",197401.8
2023-04-10_2023-04-16,60047.16669548633,"[18639.0, 2498.0, 305.0, 25.0, 7.0, 0.0, 0.0]","[18575.63820960555, 2563.0524601094376, 260.42373654646633, 17.29736459454901, 4.287034757931605, 0.28356634309367895, 0.07817818301231619]","[631340410.0764669, 87051475.95856066, 8843149.54987979, 586393.9361209464, 145236.5866327273, 9311.612116004244, 2896.068096644052]",171624.8
2023-04-17_2023-04-23,60054.16680555557,"[6786.0, 965.0, 86.0, 7.0, 2.0, 0.0, 0.0]","[6904.906174582165, 959.7835131061203, 95.95150948062896, 6.006140583266458, 1.521482469007084, 0.030542823883829204, 0.008347504242639733]","[208479970.66817153, 28996207.51585486, 2887238.028617372, 179842.8750574555, 47093.49159751161, 1138.3547070056616, 226.19460935287347]",76917.5
2023-04-24_2023-04-30,60061.166785763984,"[15935.0, 2133.0, 237.0, 11.0, 5.0, 0.0, 0.0]","[15720.314177877337, 2161.746155082075, 215.34317981523037, 14.387592488117905, 3.6200896915824385, 0.2061442192053842, 0.09190250516561513]","[533193082.4734688, 73206166.04459648, 7287569.177556048, 485190.2391960634, 122594.86390206267, 7582.215765687889, 2581.231093199509]",149497.2
2023-05-01_2023-05-07,60068.16675104176,"[22535.0, 3222.0, 342.0, 13.0, 6.0, 2.0, 0.0]","[22556.271580601126, 3090.898109461674, 308.71426572914424, 19.89275564230765, 5.270576274996647, 0.42212227973945105, 0.07505466385505699]","[769129327.3124737, 105325600.26932333, 10512279.041176513, 676973.1436778188, 178687.4026945664, 13838.999204485524, 2608.623481925667]",199521.8
2023-05-08_2023-05-14,60075.16686215272,"[19502.0, 2595.0, 289.0, 15.0, 7.0, 0.0, 0.0]","[19387.23472233892, 2651.101520834051, 264.5461375160591, 16.746789409582206, 4.394166070702599, 0.19540995523403343, 0.07119328168483677]","[643257624.9766903, 88085258.56018005, 8780954.996154428, 556479.345406857, 146009.9210617014, 6484.469011345296, 2198.4973197589325]",175776.9
2023-05-15_2023-05-21,60082.16686030101,"[22538.0, 3019.0, 311.0, 25.0, 6.0, 1.0, 0.0]","[22678.238868412718, 3055.736462998531, 301.58055029172664, 19.40354028332019, 5.070430446386071, 0.29821688867397317, 0.10554291383596537]","[766429649.9349638, 103301832.34733671, 10187882.557929995, 654622.9564316084, 169761.81228247922, 9697.577934796962, 4022.565940080643]",198684.9
2023-05-22_2023-05-28,60089.16687615765,"[21166.0, 2825.0, 295.0, 16.0, 11.0, 0.0, 0.0]","[21021.381304207087, 2859.02760049616, 286.5687434376665, 18.87503273459403, 4.674528831074442, 0.32189138504654097, 0.10454422980934748]","[721499797.7933966, 97982761.40563968, 9800543.21065165, 643602.1433563206, 159700.87346027073, 11241.86684584535, 3603.102312979736]",191263.5
2023-05-29_2023-06-04,60096.1668083332,"[21691.0, 3100.0, 259.0, 18.0, 7.0, 1.0, 0.0]","[22032.25094593248, 2958.5855204106624, 288.83482699588575, 18.250043163693313, 4.1467557517538784, 0.16786121445261365, 0.12607434386646837]","[731986770.3976021, 98269543.56066963, 9574179.686985757, 607795.6437177747, 137305.61463433324, 5801.957124950629, 4158.753571445628]",197094.6
2023-06-05_2023-06-11,60103.167110069255,"[22290.0, 3004.0, 261.0, 21.0, 4.0, 0.0, 0.0]","[22436.818520633457, 3007.7948702652, 293.71419524340587, 18.99703546623389, 4.772604893755526, 0.2998164634942015, 0.12882317675345686]","[760276813.115313, 101947735.70821457, 9936112.315210428, 644012.1468243133, 162089.83621010827, 9784.950711541202, 4748.483585740718]",198498.5
2023-06-12_2023-06-18,60110.16689143563,"[23313.0, 3108.0, 274.0, 16.0, 8.0, 0.0, 0.0]","[23255.909006242993, 3107.5674552004643, 302.19446634592924, 18.90437165759565, 4.525839114541105, 0.13924320628702297, 0.09780155391030401]","[801993838.0271567, 107150308.65489197, 10417913.851923795, 651459.2581981036, 155250.87220325766, 5089.804652400268, 2932.1620631982823]",206091.7
2023-06-19_2023-06-25,60117.16688773152,"[22988.0, 3032.0, 298.0, 20.0, 3.0, 0.0, 0.0]","[22957.501292419696, 3065.0668320014665, 296.0064874783452, 19.425351833538855, 4.709344877446596, 0.21275400314457085, 0.09635430671408014]","[792325826.142231, 105763983.38985394, 10210393.163881907, 668319.2684189714, 162575.9588920878, 7705.89537736176, 3821.5109933071035]",206102.0
2023-06-26_2023-07-02,60124.166909374864,"[22925.0, 3061.0, 308.0, 15.0, 3.0, 0.0, 0.0]","[22876.280349808552, 3014.5028454328854, 291.3470364164752, 18.8374116852811, 4.351566722185592, 0.24294318046233532, 0.09407677271267786]","[780071557.4297816, 102728089.45292498, 9918730.460523551, 641734.9816711366, 147926.83461206144, 8688.01372223278, 3297.280638628754]",204404.9
2023-07-03_2023-07-09,60131.166912731336,"[22551.0, 2961.0, 295.0, 27.0, 5.0, 0.0, 0.0]","[22706.393900897227, 2975.012301267386, 288.17543756074633, 18.41619039618545, 4.496175997307834, 0.31118794389088283, 0.09057404314976608]","[760544987.1676408, 99608217.97565636, 9654714.802309403, 615521.6558695586, 148427.18785687492, 10659.453289891015, 3199.663138654648]",204378.2
2023-07-10_2023-07-16,60138.16683148146,"[21032.0, 2777.0, 268.0, 20.0, 10.0, 1.0, 0.0]","[21018.602156885816, 2747.701898619017, 260.0399853724341, 16.85096105172746, 3.787663623198665, 0.19010684356256344, 0.11564185365002633]","[701828628.7741172, 91696072.06021053, 8690266.921261042, 562991.8904355707, 124985.15823993683, 6130.354607812273, 3174.5168818902744]",195460.4
2023-07-17_2023-07-23,60145.16698715271,"[22294.0, 2920.0, 282.0, 17.0, 3.0, 0.0, 0.0]","[22139.828361232514, 2882.299630673482, 276.8403987759746, 17.26583601194849, 4.192005918947173, 0.2375557369928171, 0.09932815795972588]","[762791270.2750769, 99318253.55454004, 9531458.012763152, 594523.733513633, 143412.76507418312, 8593.047041066287, 3426.2148358983522]",206096.1
2023-07-24_2023-07-30,60152.16686215278,"[21580.0, 2828.0, 243.0, 16.0, 4.0, 0.0, 0.0]","[21552.908323973068, 2795.5617415351776, 265.3562018488746, 17.11533850472245, 4.585506019361562, 0.1988788011056508, 0.08748423963330394]","[733595987.039219, 95121542.84309563, 9020470.464735417, 582884.116843139, 156228.71137612397, 6609.930882070803, 2867.896469338475]",190779.1
2023-07-31_2023-08-06,60159.16689525477,"[22492.0, 2976.0, 302.0, 25.0, 8.0, 0.0, 0.0]","[22648.72655406477, 2973.149232262011, 282.3293551048193, 18.10861003318628, 4.565340748038909, 0.27156420187461816, 0.06987870987624531]","[779676934.6548551, 102318405.67980534, 9707451.416515952, 621835.3849983688, 158215.25025738997, 8956.853925720421, 2328.291143258068]",206228.4
2023-08-07_2023-08-13,60166.16702233809,"[22226.0, 2931.0, 291.0, 14.0, 5.0, 0.0, 0.0]","[22514.168024844887, 2945.4521694487375, 279.1274956714927, 18.048632721069346, 4.543560932577939, 0.22906243617904729, 0.09566960441803096]","[760217009.3392551, 99430366.80312817, 9424321.22685821, 610721.4722844367, 153624.60273315167, 8171.10814447278, 3048.66637559453]",207695.2
2023-08-14_2023-08-20,60173.16709594929,"[22199.0, 2913.0, 285.0, 25.0, 4.0, 1.0, 0.0]","[22200.3721569937, 2904.6563584321966, 270.77856097689727, 16.90850888999603, 4.26255012208464, 0.22021644609238614, 0.10107766068011821]","[735261032.1560069, 96014815.46488336, 8940934.921074467, 559344.0753509847, 140653.35943105433, 7246.1224391390715, 3589.953470450789]",207103.0
2023-08-21_2023-08-27,60180.16712303249,"[21646.0, 2884.0, 257.0, 21.0, 5.0, 0.0, 0.0]","[21527.630031634646, 2829.184677461193, 274.3099734196076, 16.89544205161134, 4.443904137940552, 0.24814340493377585, 0.048378022845020116]","[738839974.8649335, 97005995.89863944, 9403010.204768945, 579006.3242215064, 152343.38046628845, 9049.181084368296, 1760.6140837704447]",196219.5
2023-08-28_2023-09-03,60187.16670706021,"[21979.0, 3022.0, 301.0, 25.0, 6.0, 0.0, 0.0]","[21984.714445517224, 2917.4891332969432, 282.8661253697416, 17.763045611247776, 4.184707922260792, 0.24074785460893977, 0.06871291723438744]","[758472037.1511911, 100642373.5725495, 9755328.168516709, 614041.9132881237, 144848.0971920953, 7846.581724482343, 2863.631808337542]",201798.6
2023-09-04_2023-09-10,60194.166676041845,"[22083.0, 2853.0, 277.0, 12.0, 3.0, 0.0, 0.0]","[21932.20035592645, 2910.652378683883, 279.2016379162963, 18.090931796549746, 4.374445285914599, 0.19435320971206943, 0.12356152199255649]","[756218987.4946345, 100336335.52051838, 9618416.006627286, 622283.6254759874, 151265.1191740238, 5911.7727523123685, 4447.120161571884]",207703.3
