# ra : 49.05, dec : 41.25
2022-06-06_2022-06-12,59739.16687361122,"[36526.0, 4180.0, 412.0, 30.0, 7.0, 0.0, 1.0]","[36717.60660431703, 4197.907330637152, 408.63675918365504, 25.291329764107413, 5.956663589096699, 0.3975135133261529, 0.18924174842251007]","[1256652640.1654365, 143493615.6857781, 13946833.746366926, 862315.239405752, 201976.6375733667, 13101.869997104803, 6047.102485869388]",204062.3
2022-06-13_2022-06-19,59746.1670091434,"[35373.0, 4109.0, 396.0, 29.0, 3.0, 2.0, 0.0]","[35400.635242066375, 4055.7341474130535, 398.4676060473051, 25.86945504433826, 6.032798697063244, 0.5798483946440207, 0.19750446123776622]","[1211523539.108659, 138709784.1128744, 13615832.178903678, 882294.8713783558, 204753.7950926292, 19403.62516546942, 7139.195899311368]",192396.3
2022-06-20_2022-06-26,59753.167018634485,"[16455.0, 1955.0, 177.0, 7.0, 5.0, 1.0, 0.0]","[16613.497400696364, 1897.9115255342435, 183.47894482203486, 11.151583097870619, 2.788593825923965, 0.1920420287067276, 0.06686858983932206]","[571813259.2402513, 65263967.84301366, 6294920.085231836, 382258.90832015657, 96185.00029593626, 6603.494595506327, 2320.314531192172]",104429.6
2022-06-27_2022-07-03,59760.16680532409,"[12498.0, 1430.0, 145.0, 4.0, 2.0, 0.0, 0.0]","[12627.395347785545, 1426.7888229041027, 137.8080951771388, 8.699573951495998, 2.4435902956267683, 0.16861807969082387, 0.06040018195893449]","[371970453.5988193, 42088361.3234079, 4075432.0013723844, 256853.0073862314, 72380.10719778936, 5360.515316722179, 1769.9938548190287]",83994.4
2022-07-04_2022-07-10,59767.16666122664,"[33205.0, 3756.0, 345.0, 19.0, 5.0, 1.0, 0.0]","[32953.61388694248, 3819.0301405324462, 379.25079042543797, 23.646371097856623, 5.689033699115919, 0.5158163100616303, 0.20815963340549617]","[1098505946.7813296, 127165473.27462055, 12610414.766138904, 786626.1113312228, 188092.1323120356, 17159.402556122182, 7086.497630591613]",193116.8
2022-07-11_2022-07-17,59774.16690879582,"[34864.0, 4108.0, 389.0, 24.0, 9.0, 0.0, 0.0]","[34975.46854758662, 4030.1595915811067, 397.2555108938016, 25.718808719644162, 5.816047331925891, 0.4518949101565195, 0.15490794042560188]","[1180823333.4501376, 136200528.9145622, 13406743.954092467, 867795.878150209, 197092.80027019812, 14911.16840244312, 5212.890854846766]",193936.1
2022-07-18_2022-07-24,59781.1668662036,"[34420.0, 3935.0, 394.0, 35.0, 5.0, 1.0, 0.0]","[34583.87905628676, 3963.748987390187, 389.97695339371217, 24.280400563710348, 5.687452376110273, 0.46703357958764924, 0.1260344931430409]","[1180619341.656319, 135183139.04938555, 13285247.647188202, 825766.5156971167, 193605.94924110608, 15899.93350889991, 4633.596449266658]",199007.4
2022-07-25_2022-07-31,59788.16675636565,"[36031.0, 4074.0, 420.0, 21.0, 7.0, 2.0, 0.0]","[35592.78716736322, 4061.389365476123, 399.35684681866053, 25.187544909992994, 6.5082183337677355, 0.5198888575696995, 0.2385224988618272]","[1204264082.07421, 137391792.2594779, 13482534.959145606, 851354.6271774137, 218700.7327908455, 16016.038532295071, 7806.419282879886]",196978.2
2022-08-01_2022-08-07,59795.16681076432,"[33353.0, 3899.0, 397.0, 22.0, 3.0, 0.0, 0.0]","[33364.260965283596, 3845.7031750543647, 374.873302298782, 23.989005579663456, 5.798953110339251, 0.46092934941790115, 0.22291946401136037]","[1152884922.3611984, 132811663.9833933, 12922783.757842647, 826893.4081268986, 201112.8042942572, 15751.467399995126, 7434.67923565567]",189619.8
2022-08-08_2022-08-14,59802.166529745205,"[36211.0, 4082.0, 408.0, 18.0, 3.0, 0.0, 0.0]","[35975.53930262353, 4117.984835145564, 402.065950978986, 25.759141617400317, 6.232227810937948, 0.5595031231979122, 0.17665870373805256]","[1198575347.404315, 137088127.23451453, 13379302.36279513, 855033.2049788379, 208256.75882529662, 18298.3039273226, 6359.446382422788]",196220.0
2022-08-15_2022-08-21,59809.16680590272,"[36581.0, 4023.0, 433.0, 35.0, 11.0, 0.0, 0.0]","[36383.72390183762, 4164.432002709667, 407.72733152594685, 25.9625858951393, 6.377532482419427, 0.420463896422985, 0.1955245319989006]","[1226486210.1688519, 140251635.7436363, 13716208.343567003, 872774.6500660026, 214078.83884581854, 14612.866721865674, 6261.316982447235]",200178.9
2022-08-22_2022-08-28,59816.16690625,"[35111.0, 4058.0, 411.0, 36.0, 5.0, 0.0, 0.0]","[35627.556455495986, 4045.686248602511, 390.7567186973921, 23.985466921544575, 5.752708829441882, 0.4742085202087858, 0.18571206172696547]","[1206304859.5070584, 136951833.61674714, 13219958.360101448, 811960.2142351803, 194000.8256723216, 15141.838410780949, 6132.276098857563]",195169.1
2022-08-29_2022-09-04,59823.14737326394,"[36833.0, 4238.0, 390.0, 29.0, 6.0, 1.0, 0.0]","[36649.982643305644, 4193.267873108319, 404.01723001977604, 24.77222209226191, 6.0517179356950965, 0.5590868435853246, 0.17231301631095097]","[1238968982.7507885, 141567054.32851002, 13639329.950312072, 836603.363678854, 204604.36346931302, 18945.115451386402, 6541.898681628675]",203583.2
2022-09-05_2022-09-11,59830.14744907413,"[31235.0, 3538.0, 371.0, 20.0, 6.0, 3.0, 0.0]","[31602.711276970364, 3668.0798735535514, 366.57076749421424, 22.930560417027408, 5.9376201979179655, 0.519871294206612, 0.19843875854145157]","[1067365565.1077583, 123832654.23015355, 12362359.529052777, 772951.9306375431, 201703.12329562652, 17967.135734117608, 6234.645179656016]",188583.6
2022-09-12_2022-09-18,59837.1668284719,"[31517.0, 3579.0, 379.0, 21.0, 6.0, 1.0, 0.0]","[31386.195406976327, 3623.708345461821, 357.9053866035126, 22.708224419337125, 5.663798206980646, 0.430228094599985, 0.12525961217723963]","[1066463897.8157662, 123179581.90354194, 12156904.6834447, 770645.3679678799, 190866.02318735665, 14542.443617374249, 4003.945595513479]",174723.8
2022-09-19_2022-09-25,59844.16651377377,"[33405.0, 3802.0, 376.0, 30.0, 5.0, 0.0, 0.0]","[33155.04927986328, 3826.897081960503, 378.5981433390638, 23.91153188556096, 5.7473443216553886, 0.5223577888729464, 0.15213133878178153]","[1118227955.4206939, 129102265.38387142, 12776217.913853824, 805838.0185555401, 192728.72922751214, 17318.546756036594, 4849.393940635591]",187971.2
2022-09-26_2022-10-02,59851.1669710641,"[30512.0, 3579.0, 349.0, 26.0, 6.0, 1.0, 0.0]","[30813.599045875457, 3535.396030011299, 347.9378039549588, 22.400332105244527, 5.6507244507616665, 0.400819140784601, 0.11654858969159475]","[1052030099.8887564, 120664585.55798776, 11872698.943091199, 762259.5673356329, 191134.54387292836, 13804.083143316278, 4265.628530375757]",175131.0
2022-10-03_2022-10-09,59858.16684722263,"[35775.0, 4167.0, 410.0, 20.0, 10.0, 1.0, 0.0]","[36052.19294184109, 4161.618436734159, 411.0768874972056, 25.98246957050003, 6.4973004215039785, 0.6485282925886992, 0.15292902532072672]","[1242966758.6891072, 143407973.05661187, 14141743.377878804, 895054.7589739665, 224221.50394228674, 23180.561425355227, 5715.249378256301]",205509.5
2022-10-10_2022-10-16,59865.16683425795,"[36215.0, 4169.0, 386.0, 21.0, 11.0, 0.0, 0.0]","[36267.49733435123, 4195.533125700997, 417.95582132506337, 27.040089721734837, 6.605590324531363, 0.5541168775017586, 0.19074822351417367]","[1245470622.036932, 144064672.99426812, 14346826.414363652, 926262.415736933, 227176.2997138249, 19281.0243406224, 6633.632684299071]",205531.6
2022-10-17_2022-10-23,59871.978755787066,"[35592.0, 4205.0, 454.0, 30.0, 17.0, 0.0, 0.0]","[35863.76275045939, 4181.464810191197, 425.5436823616934, 27.897772024364897, 7.275581114922953, 0.6717353742471475, 0.16587555729102427]","[1237588582.2320607, 144252107.748276, 14665591.155654447, 960842.6778377255, 251604.86525616382, 23177.7383409655, 5955.4571912678275]",199864.0
2022-10-24_2022-10-30,59879.2502747682,"[32232.0, 3749.0, 372.0, 29.0, 4.0, 0.0, 1.0]","[32193.711642813265, 3759.680241758735, 377.21002411038245, 25.183811687804884, 5.89159613826893, 0.5067436896599405, 0.16582352673596512]","[1107996612.3519022, 129426025.42828554, 12990078.52016054, 869401.0349438984, 203116.37064390167, 17012.216729902153, 6115.060294028103]",191112.5
2022-10-31_2022-11-06,59886.16695219893,"[36347.0, 4272.0, 453.0, 26.0, 8.0, 1.0, 0.0]","[36338.04129383076, 4225.415278259084, 424.5186033053058, 28.465118028575166, 6.979369925060013, 0.5975464454496057, 0.17233989588168092]","[1254071507.6296904, 145768752.39953765, 14641401.723902382, 981068.7055313723, 241122.3823036217, 20384.826337652223, 5694.667546237275]",205494.2
2022-11-07_2022-11-13,59893.16699583343,"[36698.0, 4275.0, 448.0, 18.0, 6.0, 1.0, 0.0]","[36856.046410643765, 4261.84468568205, 430.70179271311906, 28.296475251405507, 6.804617025340628, 0.6520329576587995, 0.22437045252056603]","[1274850933.669973, 147359336.2320431, 14876696.642151665, 971252.1036275948, 235352.05515524032, 22065.96324454154, 7848.461887493312]",205706.5
2022-11-14_2022-11-20,59900.16687060168,"[37457.0, 4336.0, 450.0, 30.0, 7.0, 1.0, 0.0]","[37409.32079282314, 4325.656338946976, 435.99683582445925, 27.49266338911097, 7.32648746611449, 0.6835805092910702, 0.20291917114542996]","[1288918176.249628, 148995798.0303804, 15009391.175092839, 943919.5610759739, 251718.81140633984, 23613.778883922212, 7277.636117878533]",204620.0
2022-11-21_2022-11-27,59907.16699351847,"[37669.0, 4277.0, 445.0, 40.0, 5.0, 2.0, 0.0]","[37706.113790842006, 4338.022335930793, 432.36682493693036, 27.76473312619933, 7.241526059382291, 0.5903759579731385, 0.22935491051518267]","[1307363847.9174793, 150404710.68917075, 14976674.60344216, 963697.2688234912, 250145.025872013, 20716.530063938215, 7907.048105215458]",205572.1
2022-11-28_2022-12-04,59914.166677777845,"[37854.0, 4347.0, 451.0, 30.0, 8.0, 2.0, 0.0]","[37662.95109738534, 4349.571383674053, 433.96348758936927, 27.947128443097984, 7.161750906635263, 0.6061398782769594, 0.22351293244734846]","[1302917118.3709278, 150403199.13752308, 14984624.939287707, 963706.0217353962, 246602.61454254002, 20324.58286281451, 7583.442065779052]",204601.6
2022-12-05_2022-12-11,59921.166612731264,"[37826.0, 4373.0, 463.0, 29.0, 7.0, 2.0, 0.0]","[37609.34328361835, 4338.853554219357, 431.14873849154515, 27.421363984034873, 6.7460496102296315, 0.5600641857661696, 0.19840544570227023]","[1288051998.8392825, 148496395.40518555, 14732971.500511553, 935875.0452258463, 231261.2294047385, 19773.6131377558, 6348.076459904796]",201207.7
2022-12-12_2022-12-18,59928.16688993055,"[38578.0, 4473.0, 452.0, 23.0, 11.0, 0.0, 0.0]","[38219.47906196967, 4402.014066257985, 440.93796421895775, 28.873323021403195, 7.325116020633836, 0.5723740904316028, 0.2041768054307876]","[1325284738.721431, 152519244.25185987, 15279364.112922229, 997668.7000663944, 252599.2010975509, 20299.432975668413, 7364.0205122262405]",205571.3
2022-12-19_2022-12-25,59935.16690578736,"[38770.0, 4463.0, 411.0, 34.0, 4.0, 0.0, 0.0]","[38414.539898111136, 4427.346699646417, 442.5796468361376, 28.86070081082047, 7.154850379634289, 0.5714149121473007, 0.1937892487326775]","[1299857152.7767408, 149912833.32948557, 15001251.013820799, 976992.1309969861, 242387.27922306914, 19088.72514796545, 6040.268352865911]",198592.8
2022-12-26_2023-01-01,59942.16682083384,"[37386.0, 4398.0, 442.0, 25.0, 6.0, 0.0, 0.0]","[37200.15552552365, 4318.644071945078, 436.0802419615602, 28.5612404650723, 7.8153968190486784, 0.6787004568116739, 0.2068849847421805]","[1242785615.2515357, 144331463.48406932, 14561732.771457944, 955403.4426773511, 261377.91383408778, 23201.222081978976, 6593.666231430739]",193636.2
2023-01-02_2023-01-08,59949.16686342559,"[37165.0, 4270.0, 442.0, 27.0, 2.0, 1.0, 0.0]","[36513.494419266644, 4263.338869305434, 433.711669459894, 28.55865511387558, 7.150319618920127, 0.5138033053221774, 0.2183096037354574]","[1251675954.0373416, 146061306.58029756, 14868901.198312972, 976761.6777917726, 243918.30652149013, 17414.40920202355, 6864.44762822094]",196980.1
2023-01-09_2023-01-15,59956.16683078704,"[39667.0, 4825.0, 485.0, 36.0, 6.0, 0.0, 1.0]","[39249.468362005144, 4553.118114447104, 459.97946904291786, 30.105597966628224, 7.668360106320788, 0.5994267610693516, 0.1482451501880638]","[1357311136.9336543, 157323612.2246178, 15881446.133660933, 1038176.3837072558, 265203.1255358358, 20246.643144891947, 5222.607325983275]",205534.0
2023-01-16_2023-01-22,59963.16676030106,"[39470.0, 4552.0, 476.0, 34.0, 13.0, 0.0, 1.0]","[39367.98138477097, 4567.668019038454, 458.00785091569134, 29.37871382559672, 7.679136583643864, 0.5137470589377992, 0.1844608251369011]","[1362816976.117623, 158082779.64461035, 15848393.021810105, 1014262.7228571185, 265361.5166661876, 17994.283062492876, 6468.083161835866]",205704.3
2023-01-23_2023-01-29,59970.16675717596,"[38448.0, 4454.0, 453.0, 33.0, 7.0, 1.0, 0.0]","[38481.53602118454, 4416.898047615078, 433.6881948803137, 27.12789638800806, 6.766043658156123, 0.5106433325645152, 0.16388218174508015]","[1329139321.626169, 152497041.55935925, 14982429.20649913, 937842.7838244743, 234433.84827264363, 16965.38334788964, 6408.443596289848]",205666.5
2023-01-30_2023-02-05,59977.16682650465,"[37128.0, 4297.0, 402.0, 29.0, 8.0, 0.0, 1.0]","[36784.62294900466, 4225.802104910719, 419.41458733293956, 26.07290613711166, 6.4776308888778384, 0.5474012621340646, 0.16006562592709553]","[1241115326.0960693, 142624266.40027824, 14166618.5645484, 882090.821452332, 219819.16291574502, 19362.629744271977, 5712.119972325584]",196719.2
2023-02-06_2023-02-12,59984.16681087963,"[40170.0, 4781.0, 495.0, 32.0, 8.0, 1.0, 0.0]","[39741.417800415664, 4558.633999096134, 453.6877490774944, 28.963871376526043, 7.041384884749584, 0.5784661155403218, 0.189350138083216]","[1369286897.7914119, 157022569.37471804, 15640963.266334068, 1000717.1560337588, 242792.07674669696, 19766.826389368987, 5977.878488784014]",203814.1
2023-02-13_2023-02-19,59991.166785648245,"[38505.0, 4304.0, 443.0, 26.0, 5.0, 0.0, 0.0]","[38152.72690406969, 4369.518569419713, 437.4234760302339, 27.560917167279918, 7.080174559380107, 0.5721845530125702, 0.2385077010532287]","[1298883690.9199502, 148732746.24628136, 14903521.323425194, 940752.9971253942, 242038.0856419098, 20649.635057086383, 7466.576835951596]",203926.9
2023-02-20_2023-02-26,59998.16684629615,"[37997.0, 4415.0, 457.0, 36.0, 6.0, 0.0, 0.0]","[38048.17130428266, 4395.4492407223315, 445.17806265556334, 27.88563064895888, 7.240076824770927, 0.5455050217321803, 0.1681834017147007]","[1307099147.92701, 151036096.5696312, 15329274.955201428, 961744.731852489, 250386.42611816054, 18104.76548724251, 6279.823279861563]",203858.6
2023-02-27_2023-03-05,60005.16687835648,"[22850.0, 2685.0, 280.0, 21.0, 4.0, 1.0, 0.0]","[22904.057628942075, 2660.646761139013, 266.81339532537635, 17.581535631560353, 4.120501564692474, 0.38309983210882737, 0.14148097005308388]","[764576368.1006947, 88753544.76901588, 8914817.520223321, 589076.9467126983, 138277.79894503945, 12957.363825473585, 4545.737937557906]",138676.4
2023-03-06_2023-03-12,60012.16669861128,"[32194.0, 3865.0, 358.0, 32.0, 5.0, 0.0, 0.0]","[32484.524215257366, 3787.8079416444057, 385.88306060964965, 24.59892750157722, 6.422400934638422, 0.6398098093519662, 0.1670226313800105]","[1099605430.8229854, 128140692.61699949, 13072421.573616818, 837777.5367701898, 216645.54519023775, 21040.343653398562, 5104.601393292039]",182530.8
2023-03-13_2023-03-19,60019.16670821783,"[38496.0, 4535.0, 426.0, 41.0, 7.0, 0.0, 0.0]","[38369.643402375914, 4464.763930004006, 451.1831620466883, 29.87832664766556, 7.651837599712428, 0.64756483838767, 0.21707669484349978]","[1314516720.144296, 153014345.13954344, 15485772.416541107, 1029151.6861803718, 261936.80599031498, 21847.066685094083, 7326.985362394606]",203520.7
2023-03-20_2023-03-26,60026.16679004633,"[39577.0, 4793.0, 504.0, 29.0, 8.0, 0.0, 1.0]","[39656.192527881234, 4598.2438192154, 463.91113276990586, 30.02067469403733, 8.015146106470484, 0.5667189260416957, 0.2127601689438431]","[1347626644.4668891, 156338953.5854683, 15783934.722350337, 1023872.4748348998, 273934.6201005834, 18523.54277256439, 7374.1830157499635]",203858.8
2023-03-27_2023-04-02,60033.166902199344,"[39268.0, 4542.0, 480.0, 36.0, 13.0, 0.0, 0.0]","[39017.09845850071, 4532.913818310299, 453.68628825749585, 29.578257388091952, 7.177483236979259, 0.6737698148724225, 0.19301375691826503]","[1327667684.4485092, 154375423.63089958, 15473718.068467632, 1013469.2145442357, 245656.51815544828, 22804.808214521654, 7062.394221014365]",202699.0
2023-04-03_2023-04-09,60040.16684895881,"[37582.0, 4299.0, 371.0, 39.0, 8.0, 0.0, 1.0]","[37761.48812231165, 4384.2832661870725, 441.09994090477846, 29.02605409219869, 6.886435811545155, 0.5113610133312856, 0.28950902663460903]","[1270277619.5263948, 147564655.35689995, 14879321.332336096, 982301.3388824255, 233893.35448925753, 18670.846588203563, 8991.899718872051]",200768.7
2023-04-10_2023-04-16,60047.16669548633,"[32838.0, 3942.0, 341.0, 23.0, 5.0, 0.0, 0.0]","[32477.027884065166, 3780.829776339163, 375.5258670160361, 24.68269560162423, 6.2720537054572345, 0.5551685531490422, 0.15605736553391394]","[1090457593.183487, 127001540.52231707, 12642675.580717713, 832859.1132179546, 211522.66917239883, 18113.23404662073, 5158.912158163232]",177681.0
2023-04-17_2023-04-23,60054.16680555557,"[11864.0, 1383.0, 157.0, 9.0, 5.0, 0.0, 0.0]","[11768.830940804735, 1370.947617971639, 133.5850447270234, 9.412671172575594, 2.0872263751486466, 0.1792010558672121, 0.09168596319949579]","[361325217.97321075, 41931286.49475598, 4065530.278720091, 285714.5410526434, 64824.595518540846, 5265.141407006231, 2750.9082874048]",72834.0
2023-04-24_2023-04-30,60061.166785763984,"[27238.0, 3183.0, 323.0, 24.0, 4.0, 0.0, 0.0]","[27318.63961650396, 3157.2756166171503, 314.3656097805363, 20.61381150218471, 5.149373630877987, 0.43627512372972266, 0.18289857796092557]","[907921071.7627071, 104896442.89003038, 10453889.243548702, 682776.8188847958, 171200.79746091212, 14228.141565403872, 5813.606095039478]",147573.7
2023-05-01_2023-05-07,60068.16675104176,"[38063.0, 4567.0, 473.0, 31.0, 11.0, 0.0, 0.0]","[38399.34897606243, 4433.793202017671, 443.32534063016175, 28.52846150473563, 6.5149977636080205, 0.5542462008013991, 0.21670929365852137]","[1295389154.4490147, 149814499.00115883, 14989236.178452073, 966271.3319473378, 220138.02428944543, 19070.520154467245, 7492.512497816257]",197691.2
2023-05-08_2023-05-14,60075.16686215272,"[32545.0, 3862.0, 419.0, 28.0, 8.0, 0.0, 0.0]","[32778.19521912562, 3783.5336490735085, 381.00846966308274, 24.638647042808845, 6.174944589048768, 0.42099095843551565, 0.17793391244520496]","[1084787345.857052, 125248973.44847116, 12632602.588010632, 818238.0434628023, 206103.59197780295, 15009.120463629684, 6055.728521376354]",177879.7
2023-05-15_2023-05-21,60082.16686030101,"[35579.0, 4020.0, 392.0, 26.0, 8.0, 0.0, 0.0]","[35684.60936713729, 4075.1188216002965, 398.7545976241874, 25.27828203369612, 6.4746238768809405, 0.5925117139547535, 0.13946320803049916]","[1185680118.381069, 135522994.54380995, 13271705.559830956, 838601.9992184355, 215032.20860540227, 19348.58506447453, 4605.331313106494]",192118.4
2023-05-22_2023-05-28,60089.16687615765,"[33474.0, 3850.0, 414.0, 26.0, 7.0, 1.0, 0.0]","[33429.187630802764, 3833.5958148327145, 380.2701393035808, 23.60009022099139, 6.072579478171688, 0.5591903751645164, 0.14363888971008343]","[1131816747.1948903, 130060312.04166622, 12902892.049812345, 803230.7456566435, 205151.76935773648, 19188.23857390684, 5058.982500273835]",180032.7
2023-05-29_2023-06-04,60096.1668083332,"[35030.0, 4124.0, 398.0, 21.0, 11.0, 1.0, 0.0]","[35422.0087310867, 4037.4889956303396, 391.2614167702221, 24.02115807555188, 5.996346207884197, 0.48660331132247736, 0.17875563064595437]","[1185375232.1592577, 135128144.66053903, 13096701.465352532, 806415.9315038557, 200834.98499601707, 16464.430288767522, 5757.958092362204]",195346.2
2023-06-05_2023-06-11,60103.167110069255,"[34642.0, 3863.0, 380.0, 15.0, 5.0, 0.0, 0.0]","[34552.955044620976, 3956.068183348752, 385.9917082464618, 24.10991850682486, 5.593262621270749, 0.5048698901439589, 0.1330828807881264]","[1174763330.2953913, 134340184.82240862, 13101696.008968556, 820368.5446454245, 189871.3549145588, 17164.964977364543, 5323.528363613097]",196326.6
2023-06-12_2023-06-18,60110.16689143563,"[37059.0, 4271.0, 393.0, 20.0, 4.0, 0.0, 0.0]","[36959.26881794664, 4198.939128683015, 406.7787785832166, 25.226710353565448, 5.988387135806308, 0.4112384149690185, 0.188964897116149]","[1276738203.8561385, 144985110.04698744, 14026333.424135413, 869132.0102167337, 206547.51372613118, 14095.60698822559, 7044.89408512372]",202896.8
2023-06-19_2023-06-25,60117.16688773152,"[36828.0, 4229.0, 422.0, 28.0, 5.0, 3.0, 0.0]","[36889.551987349005, 4168.439850874961, 404.1829802366011, 25.72546924591726, 6.481558232389758, 0.48874204407452043, 0.18376077871394148]","[1276369159.8567188, 144078321.048909, 13950762.129806802, 887158.0971086804, 223899.93492958453, 16669.9012558541, 5814.720199792786]",203933.2
2023-06-26_2023-07-02,60124.166909374864,"[34888.0, 3780.0, 368.0, 30.0, 6.0, 0.0, 0.0]","[34834.7461716734, 3902.3658682978685, 371.7828098153316, 23.499194393616143, 5.648724644953834, 0.4895716865801968, 0.14877109861816387]","[1183737803.4188902, 132519598.38758063, 12612054.02347149, 798464.5935449175, 191528.48214686484, 16284.397879690168, 5049.068601342158]",197256.3
2023-07-03_2023-07-09,60131.166912731336,"[32554.0, 3592.0, 362.0, 15.0, 6.0, 0.0, 0.0]","[32789.342056410336, 3655.167027850334, 346.49378469500476, 22.274019180887844, 5.287672014830676, 0.4360513595079908, 0.154763777574986]","[1090124245.9173913, 121380093.78189267, 11498499.812535454, 737179.6011190781, 174456.8197725639, 14357.002920156514, 5344.99084647127]",188586.0
2023-07-10_2023-07-16,60138.16683148146,"[34944.0, 3820.0, 366.0, 19.0, 6.0, 0.0, 0.0]","[34931.72335127337, 3824.913435614106, 365.8806191539188, 21.80141600766624, 5.541130025451988, 0.5494400883311029, 0.1633678654703512]","[1159546138.0831554, 126982712.27204733, 12139633.196255185, 723223.9865499737, 185281.79987141254, 17245.04855681461, 5989.890905589511]",193591.9
2023-07-17_2023-07-23,60145.16698715271,"[35922.0, 4101.0, 341.0, 30.0, 5.0, 1.0, 0.0]","[35620.93209924767, 3928.37404750235, 375.27672406583787, 23.585128016883864, 5.867344446590659, 0.43303864367268585, 0.1283376094483433]","[1232297703.560986, 135777639.3940086, 12960519.651547438, 813901.3214842427, 201640.63738067567, 15112.067430736282, 3840.499674667847]",203869.2
2023-07-24_2023-07-30,60152.16686215278,"[31966.0, 3640.0, 379.0, 19.0, 4.0, 1.0, 0.0]","[32159.618827960177, 3546.0269310929784, 337.90585110826606, 21.097697195171616, 5.378434647617989, 0.4284994211369444, 0.11638708359500075]","[1087273356.2865126, 119954802.51121002, 11419947.54018165, 710508.9826077227, 181477.96837548882, 14135.052107819904, 4395.5818316270215]",180957.7
2023-07-31_2023-08-06,60159.16689525477,"[35747.0, 4108.0, 370.0, 20.0, 5.0, 0.0, 0.0]","[36327.43395380087, 4039.2092363912793, 384.61462600703965, 24.584208298558888, 5.979773036295572, 0.48361264711418145, 0.1701571025087463]","[1255190162.2115235, 139455483.10292295, 13265746.584824234, 845611.4302870475, 205432.53935026118, 15998.3763793272, 6213.638080947923]",204108.4
2023-08-07_2023-08-13,60166.16702233809,"[34277.0, 3703.0, 375.0, 28.0, 5.0, 1.0, 0.0]","[34284.61160770111, 3788.184808071901, 359.2207232380254, 22.307695099255994, 5.411779674614613, 0.4202989384617241, 0.16608358948666793]","[1128713388.3966136, 124686011.52833639, 11833040.480207786, 731974.4058271684, 179252.9748687305, 13570.999821003956, 5093.60514965706]",183535.4
2023-08-14_2023-08-20,60173.16709594929,"[29962.0, 3219.0, 309.0, 23.0, 5.0, 1.0, 0.0]","[29775.633419811864, 3205.1182671569695, 301.8904666258194, 19.31978980022806, 5.049339024519043, 0.39712085443301043, 0.1379591097650964]","[940946950.0307456, 101364235.91230547, 9546445.24391757, 610261.1996223795, 159477.47106451227, 11677.01186347779, 4114.376262235471]",150629.8
2023-08-21_2023-08-27,60180.16712303249,"[30160.0, 3373.0, 315.0, 21.0, 2.0, 2.0, 0.0]","[30279.434380413128, 3389.9535201546046, 324.36128883040163, 19.62126763794292, 5.066698108731894, 0.29026684713481676, 0.15745497094794345]","[1030134800.2063459, 115359602.18027715, 11024030.505538281, 669282.8614974583, 171479.92730186705, 9911.436740096047, 5224.6140813870115]",170312.9
2023-08-28_2023-09-03,60187.16670706021,"[35326.0, 4034.0, 382.0, 26.0, 7.0, 0.0, 0.0]","[35698.728278900606, 4015.1893665595785, 385.2930854579896, 23.6434739682683, 6.2365259754113564, 0.4916222725599192, 0.14522120180696993]","[1227405391.6767364, 138014288.62763014, 13244683.931452762, 811555.8147944966, 213575.1441466873, 16484.09927562406, 4260.644102623818]",203851.2
2023-09-04_2023-09-10,60194.166676041845,"[35377.0, 3972.0, 394.0, 23.0, 7.0, 0.0, 0.0]","[35232.0163610581, 3954.231538067845, 380.6991278920905, 23.488073489496106, 6.178517184466011, 0.5480400890834486, 0.17659781897995627]","[1197799038.553623, 134405322.86935905, 12927862.25816409, 797402.2594699421, 208875.96302109922, 18813.966660995433, 5985.233034928779]",203913.5
