# ra : 187.75, dec : 12.45
2022-06-06_2022-06-12,59739.16687361122,"[25683.0, 3274.0, 313.0, 36.0, 10.0, 0.0, 0.0]","[25303.684778442348, 3283.4066233154695, 341.88313034927324, 22.12185764894205, 6.067121531763024, 0.43054601294208444, 0.17196870009268378]","[847313243.5501478, 110084663.60956699, 11494366.016374184, 742324.7910912698, 203986.14757458292, 14590.060063652929, 6271.705617474201]",164961.3
2022-06-13_2022-06-19,59746.1670091434,"[25502.0, 3303.0, 384.0, 28.0, 10.0, 0.0, 1.0]","[25342.439331984784, 3295.6351490141174, 349.5710128928572, 22.82088044835501, 6.429886634978516, 0.4376905573381193, 0.16544753691550756]","[840809812.2385267, 109550015.39219059, 11644345.397435255, 762761.1754824948, 213824.6768820106, 15200.551678250788, 5361.9273272752425]",160174.9
2022-06-20_2022-06-26,59753.167018634485,"[23327.0, 3060.0, 333.0, 22.0, 7.0, 0.0, 0.0]","[23339.92278649053, 2995.421874989453, 310.155374971537, 19.08321397362404, 5.459892641475312, 0.4164058933600303, 0.153157888215291]","[674799558.9884058, 87027365.46554783, 9075482.817000479, 561146.3948857296, 160633.47411708947, 12766.938345829029, 4490.245117352247]",140322.3
2022-06-27_2022-07-03,59760.16680532409,"[24256.0, 3055.0, 321.0, 21.0, 5.0, 1.0, 0.0]","[24237.403130973413, 3068.599487217155, 317.97000240782876, 19.873206042962007, 5.503492470724266, 0.3806575046533308, 0.11159802335151116]","[667397573.7029729, 85282781.60538936, 8898554.29254609, 557604.08383606, 154091.6226505347, 10516.590523596311, 3637.5540539228223]",148629.8
2022-07-04_2022-07-10,59767.16666122664,"[24323.0, 3165.0, 344.0, 21.0, 5.0, 0.0, 1.0]","[24125.012311657298, 3136.384832902766, 332.84997226244235, 21.419160325923418, 5.9298541597448935, 0.4785485434968526, 0.18204021602950962]","[783368005.0663955, 101977039.36779341, 10854397.095358176, 700138.5225189214, 194848.82395650845, 16301.378570847122, 6027.981658346553]",154142.6
2022-07-11_2022-07-17,59774.16690879582,"[26487.0, 3469.0, 362.0, 25.0, 2.0, 0.0, 0.0]","[26468.944291483578, 3446.8823844953204, 366.65751001739665, 23.148108189523576, 6.530138097226774, 0.5836762737074558, 0.1559518934008808]","[909709537.5498499, 118546995.11979875, 12641575.915069759, 802665.5660905967, 226380.1561459059, 19673.9843687914, 5515.279688128623]",170513.8
2022-07-18_2022-07-24,59781.1668662036,"[25797.0, 3442.0, 368.0, 22.0, 6.0, 0.0, 1.0]","[25893.525143540028, 3354.1469724325957, 352.60935284006433, 22.13105551033867, 6.14717868575311, 0.5112111258215211, 0.19110442119466667]","[886507388.883901, 114963075.5676384, 12119583.890790874, 759314.4506035015, 213284.34247569408, 18147.716443763136, 6157.355206979439]",169937.7
2022-07-25_2022-07-31,59788.16675636565,"[25904.0, 3340.0, 341.0, 27.0, 6.0, 0.0, 0.0]","[25895.53777532413, 3353.1987704539306, 352.3400460250878, 22.210045930575127, 6.275298838958661, 0.43842908819242804, 0.17411187119361204]","[889162849.2699239, 115242646.65240818, 12131689.375477606, 769126.0575877249, 218013.36394210687, 15229.943671075793, 5963.409587368662]",170496.4
2022-08-01_2022-08-07,59795.16681076432,"[26281.0, 3371.0, 346.0, 18.0, 6.0, 0.0, 0.0]","[26320.03485754495, 3401.354979600694, 359.34016837276505, 22.331614641919483, 6.448313636560285, 0.5090598294160126, 0.17802999154359248]","[903722954.8651884, 116944919.11707936, 12390023.165699294, 774331.6784277614, 224664.95800155532, 17684.02932763766, 6289.870999254119]",170716.1
2022-08-08_2022-08-14,59802.166529745205,"[25835.0, 3396.0, 359.0, 21.0, 9.0, 2.0, 1.0]","[26000.655271903226, 3356.15861797847, 352.03620051976276, 22.102058075346687, 6.296045307333001, 0.4996232573873491, 0.2360935997013616]","[870459726.1041929, 112441730.50279926, 11830288.539492652, 746651.0366100686, 212882.2856604685, 16860.962763003357, 7450.64722622883]",167415.3
2022-08-15_2022-08-21,59809.16680590272,"[24760.0, 3293.0, 360.0, 27.0, 8.0, 2.0, 0.0]","[24856.283203029114, 3208.2535035074843, 337.5630460246504, 20.983174262245804, 5.72011282677991, 0.41056431721893466, 0.1891904058187842]","[824065701.4977901, 106524955.7702092, 11247094.268920364, 700988.4914229112, 191559.0604608209, 13560.960357119597, 5876.50434729646]",162350.0
2022-08-22_2022-08-28,59816.16690625,"[23688.0, 3140.0, 331.0, 24.0, 7.0, 3.0, 0.0]","[23662.74299127525, 3040.6716255209453, 316.808190757452, 20.353896745348976, 5.677660936307481, 0.4029048278604781, 0.17169334036355544]","[758385849.8532046, 97827991.32247749, 10225948.134511322, 659028.086466607, 187002.07532277802, 13473.201740162613, 5359.392743827737]",153713.6
2022-08-29_2022-09-04,59823.14737326394,"[24737.0, 3262.0, 341.0, 16.0, 8.0, 0.0, 0.0]","[24706.717470272604, 3200.675745094485, 335.7772519959906, 21.075371698518786, 6.213336156758056, 0.4244796026109132, 0.1703492419230914]","[797509232.9423587, 103328973.98695077, 10830238.055745207, 680067.3660687888, 200286.40402427362, 13589.373535627454, 5329.856750365332]",162507.3
2022-09-05_2022-09-11,59830.14744907413,"[25329.0, 3276.0, 359.0, 17.0, 7.0, 1.0, 0.0]","[25426.677335797925, 3321.948995900436, 357.940894727896, 23.36045116419195, 6.16855365827076, 0.5352487538057923, 0.16301199156406432]","[855232878.1409608, 111863241.16979285, 12063927.267958308, 785575.1979017155, 208253.8961707652, 18287.06947723542, 5304.68773193437]",169067.9
2022-09-12_2022-09-18,59837.1668284719,"[23300.0, 3080.0, 281.0, 22.0, 8.0, 0.0, 0.0]","[23379.861171683417, 3045.903247755696, 325.06531974149766, 21.299868525546643, 5.7351218468104355, 0.4314277874287005, 0.13402134156811685]","[756539814.1800213, 98502387.80810879, 10521707.295786535, 687416.2586115195, 186066.59043703458, 13590.012361266845, 4526.799219640056]",151194.0
2022-09-19_2022-09-25,59844.16651377377,"[22992.0, 2937.0, 315.0, 17.0, 5.0, 0.0, 0.0]","[22869.806617346592, 2978.5269751722935, 319.0748799762184, 20.313098466828908, 5.624806172315286, 0.4388926012044311, 0.14325781081489]","[725209041.3271284, 94490119.61268236, 10139061.167395832, 648181.145655928, 180627.17646490913, 14027.34209068494, 4567.144941107347]",151590.2
2022-09-26_2022-10-02,59851.1669710641,"[17657.0, 2373.0, 259.0, 20.0, 6.0, 2.0, 0.0]","[17610.534063974177, 2277.470606580482, 244.10156671222123, 15.6082828270785, 4.080715909566425, 0.3003728238530673, 0.0994241763875659]","[585569373.084938, 75855336.3380293, 8132428.600898641, 519489.8921100333, 134933.20083016853, 10232.22567826491, 3134.2741881769393]",114572.3
2022-10-03_2022-10-09,59858.16684722263,"[25792.0, 3320.0, 345.0, 26.0, 4.0, 0.0, 0.0]","[25614.998229897006, 3338.2007667030957, 356.81464714253786, 23.3981885508021, 6.480307415816409, 0.5143261381861252, 0.2008164911540066]","[887220487.6955961, 115565061.0684286, 12354198.329602737, 810001.2812325617, 224094.67956381498, 17743.86134080144, 6526.999269366314]",170629.3
2022-10-10_2022-10-16,59865.16683425795,"[24454.0, 3322.0, 350.0, 24.0, 5.0, 1.0, 0.0]","[24564.15378109523, 3227.7951243406756, 348.09851625747774, 21.950640025909166, 6.584741075484293, 0.5295432421832194, 0.18452531201575173]","[835062023.1136936, 109684038.36939737, 11827979.725541772, 745602.8666715962, 223499.72673675057, 17633.671515564547, 6156.24501848704]",163765.3
2022-10-17_2022-10-23,59871.978755787066,"[22090.0, 2958.0, 316.0, 18.0, 6.0, 0.0, 0.0]","[22360.3439505631, 2938.8906331609173, 322.80727537724016, 21.472820701378247, 5.965779562035563, 0.41528454813348703, 0.1835924631809419]","[709563504.9643009, 93239579.86827572, 10243095.930217417, 678967.0082895127, 189428.6936484106, 13208.101346381914, 5622.711113855504]",149110.7
2022-10-24_2022-10-30,59879.2502747682,"[25608.0, 3336.0, 406.0, 29.0, 6.0, 2.0, 0.0]","[25596.701637600636, 3357.7730253896016, 365.9437660075044, 23.901777608542126, 6.847234597521527, 0.5594698354900741, 0.19346092089982705]","[883518918.7103893, 115928146.9537188, 12623985.116640642, 826956.8812948482, 235863.9316489413, 19346.167954532866, 7075.526663456075]",170488.5
2022-10-31_2022-11-06,59886.16695219893,"[24181.0, 3172.0, 351.0, 30.0, 3.0, 2.0, 0.0]","[24444.06734319223, 3207.8422752338893, 350.4286667012945, 23.244547961434705, 6.554265285581835, 0.48948974367480524, 0.13733659422775796]","[835868023.2781533, 109686105.08678551, 11972607.280922297, 794379.5920951699, 223468.78738890332, 17054.22576689858, 5003.908676131509]",165959.4
2022-11-07_2022-11-13,59893.16699583343,"[25751.0, 3451.0, 354.0, 33.0, 10.0, 1.0, 3.0]","[25772.71688732045, 3384.5565248005273, 364.3226492829838, 23.9947621310106, 6.994854661190208, 0.5035239565284124, 0.1661364725086571]","[895157126.901556, 117531454.367481, 12637376.218772117, 832458.474631048, 242602.91394870216, 18354.747648006178, 6087.11219648624]",170701.0
2022-11-14_2022-11-20,59900.16687060168,"[24185.0, 3259.0, 338.0, 26.0, 8.0, 0.0, 0.0]","[24308.341175695925, 3193.6574904122517, 348.788646269101, 22.80384524543334, 6.52293612722398, 0.4829330438454443, 0.14975495600158856]","[831118783.3796933, 109183435.27228315, 11905914.42018522, 776773.9699507541, 222811.77334080962, 17244.027534741886, 5064.552689534727]",163864.3
2022-11-21_2022-11-27,59907.16699351847,"[24551.0, 3200.0, 365.0, 26.0, 4.0, 0.0, 0.0]","[24704.546348467804, 3221.4446501577077, 350.98180867423554, 23.073275421492784, 6.313574237712477, 0.5196743841881659, 0.1980978757179124]","[839861111.671611, 109538207.94922511, 11933443.774479214, 784237.9748328043, 214823.63878220733, 18092.484901564985, 6495.257895452686]",163435.6
2022-11-28_2022-12-04,59914.166677777845,"[24913.0, 3238.0, 351.0, 21.0, 9.0, 2.0, 0.0]","[24956.595897246214, 3249.6719518948003, 349.07931966481397, 22.882360322010715, 6.503500099446694, 0.5501327535472538, 0.18445323873087155]","[843430383.4839634, 109876206.0404866, 11794445.35355804, 771512.9551396064, 221260.36320156057, 18417.267167163074, 6044.917897770727]",161951.2
2022-12-05_2022-12-11,59921.166612731264,"[26170.0, 3554.0, 358.0, 16.0, 7.0, 2.0, 0.0]","[26471.111913622048, 3465.4124002163076, 375.00718265972773, 24.60101923362415, 6.9102969681133155, 0.5572691677266521, 0.15087662130771878]","[913236280.9136326, 119531485.37667629, 12917182.992473323, 849120.1844972997, 237163.03356101, 18958.95851598927, 4922.2472954032255]",170383.7
2022-12-12_2022-12-18,59928.16688993055,"[26196.0, 3321.0, 348.0, 19.0, 13.0, 1.0, 2.0]","[26133.778566451547, 3411.6570503461335, 368.3571666484184, 23.881832978942683, 6.808806541989289, 0.5808558951031079, 0.18145639643820127]","[889678035.353609, 116102360.83802545, 12530024.572387235, 813460.8287086844, 232782.6145921006, 19802.745382589354, 5999.92388625001]",165609.3
2022-12-19_2022-12-25,59935.16690578736,"[27047.0, 3569.0, 360.0, 23.0, 4.0, 2.0, 0.0]","[27054.051567854163, 3543.9231033236647, 382.75817250270006, 24.8961271193519, 7.1462169087506595, 0.6578428962980696, 0.17281997033467741]","[935478054.0355752, 122559931.93913624, 13240897.006100213, 860538.7696060188, 247024.67960669575, 21673.342976850046, 5677.750082786633]",170597.4
2022-12-26_2023-01-01,59942.16682083384,"[22656.0, 2980.0, 347.0, 18.0, 8.0, 0.0, 1.0]","[22685.94323661346, 2984.0429326638105, 327.681624290793, 21.471503502531913, 6.3080176982886424, 0.4829836502059865, 0.1610383174408972]","[735851898.359077, 96757966.42667505, 10620806.032997375, 697628.9345556755, 204876.8790715505, 15894.49483672356, 5081.987599414173]",138988.1
2023-01-02_2023-01-08,59949.16686342559,"[25993.0, 3461.0, 361.0, 30.0, 7.0, 0.0, 0.0]","[26014.056317269766, 3436.6590431944524, 375.2936257182524, 25.346472251969296, 7.615422317982163, 0.5450003599067378, 0.17265803109782007]","[865584015.6899309, 114147397.84772387, 12472021.487527115, 842345.810828957, 252339.55015439785, 19319.972729078298, 5566.2264129739]",168582.6
2023-01-09_2023-01-15,59956.16683078704,"[27158.0, 3573.0, 385.0, 26.0, 13.0, 1.0, 0.0]","[27317.760365834492, 3597.6598346486867, 392.53700203939724, 26.335210648210218, 7.568169187604441, 0.596704759984884, 0.2035484197251743]","[941408967.2063175, 124024739.47667657, 13539846.818695541, 908660.9845320429, 259516.68268294504, 19770.86224131544, 7068.627149473607]",170636.0
2023-01-16_2023-01-22,59963.16676030106,"[28008.0, 3617.0, 382.0, 24.0, 9.0, 0.0, 0.0]","[28026.188200978886, 3677.2948221418997, 401.5772679913497, 25.87405719028936, 7.653432071861168, 0.6319983921862573, 0.1971428568320256]","[963615418.8524506, 126479618.19120552, 13828543.63933085, 890998.790873297, 263162.4837677826, 21390.728622365077, 6980.949692472475]",170717.0
2023-01-23_2023-01-29,59970.16675717596,"[27488.0, 3548.0, 396.0, 28.0, 9.0, 3.0, 0.0]","[27388.910251133555, 3572.608030271037, 379.72039725925515, 24.71434504241467, 7.093807122117492, 0.6141433325831616, 0.1891744550151571]","[942370418.5679585, 122967658.62895782, 13081760.952084275, 851812.8189314699, 245370.41850910825, 21048.210794680956, 6553.474547993694]",170656.7
2023-01-30_2023-02-05,59977.16682650465,"[27040.0, 3668.0, 426.0, 27.0, 7.0, 1.0, 2.0]","[26984.461825608883, 3522.302186345262, 379.4425544232733, 24.246347876966382, 7.031532624923744, 0.5343891418332011, 0.16427019702760023]","[924077158.6412635, 120668100.2128587, 12992072.809541753, 830139.3680511648, 241925.34798170754, 18455.9679047606, 6039.165166486237]",170496.5
2023-02-06_2023-02-12,59984.16681087963,"[27857.0, 3661.0, 371.0, 25.0, 9.0, 2.0, 1.0]","[27910.525910997898, 3649.8958142243428, 395.25189867247565, 25.941553906070467, 7.016397954694821, 0.5617049586603239, 0.18536090656547752]","[960831023.3588508, 125666250.94288708, 13607970.027176354, 891975.145788253, 243229.909562739, 19454.202475464794, 6268.1314751453965]",170481.4
2023-02-13_2023-02-19,59991.166785648245,"[27107.0, 3472.0, 369.0, 35.0, 9.0, 2.0, 0.0]","[26711.654489979705, 3491.1454516308368, 377.88095549956205, 24.754002684387082, 7.312475622576598, 0.6065902122453395, 0.17255257525087536]","[919045066.6880153, 120056402.88050231, 12992226.66656008, 852428.0460153214, 251867.28180259158, 19993.989210580512, 5660.633008806184]",170516.6
2023-02-20_2023-02-26,59998.16684629615,"[26684.0, 3559.0, 381.0, 25.0, 9.0, 1.0, 0.0]","[26679.71675550089, 3506.2631343788803, 380.9590586668601, 24.174365768908835, 7.1813068338551975, 0.5823765943849727, 0.1810014908569039]","[915644675.7339323, 120283501.95182383, 13072154.391019212, 829656.1331026022, 246385.76959200404, 19414.153815913378, 5898.684566410494]",170485.0
2023-02-27_2023-03-05,60005.16687835648,"[26017.0, 3417.0, 369.0, 20.0, 4.0, 1.0, 0.0]","[26054.76807695243, 3393.7700214309284, 369.20090372350353, 23.9404802408497, 7.118380043506682, 0.5463504197952495, 0.21891521993729376]","[883367267.3074274, 114884890.52105363, 12494451.288699364, 808098.9683976984, 241804.7881195059, 19725.24495278803, 7039.139975114847]",172054.0
2023-03-06_2023-03-12,60012.16669861128,"[22478.0, 2992.0, 347.0, 20.0, 7.0, 0.0, 2.0]","[22810.984559053388, 3001.455112750559, 330.2739404073033, 22.083049238914306, 6.222913912197532, 0.5132600453473947, 0.19094808272145358]","[767745756.5697107, 100916367.11531936, 11087374.640915649, 741380.6334016643, 208131.5089701976, 17197.93807845122, 6119.044228251663]",153321.3
2023-03-13_2023-03-19,60019.16670821783,"[26443.0, 3481.0, 430.0, 25.0, 10.0, 1.0, 2.0]","[26814.374587495604, 3533.9790904704855, 390.5487130008658, 25.43144599920774, 7.34910575099525, 0.5458233405910169, 0.1992429472988113]","[921979962.3612114, 121570744.53681375, 13427600.533400154, 874144.3362143419, 251911.30024120986, 19112.378765109843, 6864.487451776371]",171850.3
2023-03-20_2023-03-26,60026.16679004633,"[27991.0, 3710.0, 419.0, 25.0, 9.0, 0.0, 1.0]","[27868.989718476263, 3682.0631060246233, 399.9370914698122, 26.56524975479044, 7.600937428404501, 0.5693761764294966, 0.1797305449102852]","[961836675.4317657, 127051975.45572427, 13806845.106958898, 915528.6711847839, 262670.0393463681, 19102.923903270854, 6152.627770873749]",172196.1
2023-03-27_2023-04-02,60033.166902199344,"[27688.0, 3538.0, 405.0, 30.0, 8.0, 1.0, 0.0]","[27596.4516707972, 3629.507184449927, 399.55188443335356, 26.565937816976977, 7.857768972644659, 0.5762040861093585, 0.20534160731897885]","[954360834.0181998, 125445477.26875615, 13795708.179994818, 916239.2662232657, 270655.4430311199, 20128.784878345174, 6863.950084577128]",172202.2
2023-04-03_2023-04-09,60040.16684895881,"[27444.0, 3586.0, 415.0, 27.0, 5.0, 0.0, 0.0]","[27459.221104067397, 3630.125764811909, 395.0397867875812, 25.134998650753026, 7.5075571655844255, 0.6563593996786314, 0.1802625964900561]","[951604614.4400567, 125792899.37532023, 13695450.536581028, 871507.4481572311, 260611.22905416632, 22365.767035382163, 5950.8749808494795]",172119.0
2023-04-10_2023-04-16,60047.16669548633,"[26917.0, 3577.0, 382.0, 21.0, 6.0, 0.0, 0.0]","[26750.647398556557, 3522.19413900955, 384.36394665627256, 25.21540565601043, 7.094594633465785, 0.5994867750450991, 0.18385119622278503]","[923926515.8072153, 121652548.4646905, 13256959.041798765, 867339.8471222317, 243838.03101555968, 20544.821380880578, 6357.32836938461]",172168.7
2023-04-17_2023-04-23,60054.16680555557,"[27564.0, 3705.0, 390.0, 30.0, 11.0, 0.0, 1.0]","[27707.873860638414, 3583.0863043148697, 387.7885953023576, 25.04418599080589, 7.092931039698682, 0.564548453528355, 0.2019596049585743]","[932263549.111214, 120538183.20728987, 13014038.819470873, 840401.1551914894, 238544.09683251876, 18984.45843190016, 6754.378900841924]",172143.5
2023-04-24_2023-04-30,60061.166785763984,"[26698.0, 3430.0, 385.0, 23.0, 8.0, 1.0, 1.0]","[26490.674365059047, 3455.2020496841355, 375.8843555637912, 25.312489845812873, 6.942430968846061, 0.5733949744283083, 0.18155094497863344]","[888439849.2779918, 115895623.43079303, 12583072.27987436, 846413.3974124276, 233442.4384113786, 18916.256837577017, 6390.972892431979]",162175.2
2023-05-01_2023-05-07,60068.16675104176,"[27726.0, 3688.0, 408.0, 34.0, 6.0, 0.0, 0.0]","[27708.535995178387, 3645.555673070279, 399.1402006697954, 25.651037380512605, 7.616080237042805, 0.587810858772503, 0.1816738332913085]","[960351738.3708622, 126312469.65958273, 13816955.21172474, 886404.3712089587, 262360.3398075347, 19902.02658348594, 6736.510738089813]",172175.4
2023-05-08_2023-05-14,60075.16686215272,"[26883.0, 3570.0, 413.0, 25.0, 14.0, 1.0, 0.0]","[26967.55137538159, 3540.6296263528293, 387.95508369293606, 24.99043776017006, 7.1806814210382495, 0.5910766292157138, 0.1745721192043228]","[932559213.9501685, 122293708.00721258, 13386519.54204468, 861388.3527883787, 248434.80242048515, 20547.82731680354, 6803.547368092287]",172188.5
2023-05-15_2023-05-21,60082.16686030101,"[26955.0, 3534.0, 364.0, 29.0, 7.0, 0.0, 0.0]","[26781.21022547048, 3494.328054870614, 376.07692777271535, 24.44176368096309, 6.877359144952032, 0.4453868041967508, 0.1910378728647676]","[911786205.5451721, 119035722.12639046, 12806240.137084205, 831791.699469126, 233000.1648510978, 15652.37728387262, 6042.330202431766]",169014.5
2023-05-22_2023-05-28,60089.16687615765,"[26886.0, 3550.0, 337.0, 21.0, 10.0, 1.0, 0.0]","[26762.50238028506, 3491.480162777801, 373.0904175284507, 24.5265010087836, 7.019662938962761, 0.4538589126339066, 0.15385047272861926]","[920952649.0550166, 120007377.24240316, 12819913.73600641, 841810.3497337757, 239136.5372104093, 16012.094583783151, 5507.182270243284]",172304.6
2023-05-29_2023-06-04,60096.1668083332,"[26938.0, 3418.0, 340.0, 17.0, 8.0, 0.0, 0.0]","[26666.46890607702, 3439.027880499156, 362.6316040223553, 22.812574073564637, 6.53532291837997, 0.5195483980595729, 0.20616813889942773]","[898839723.6147679, 115944937.7034751, 12238197.747722184, 768269.1191930148, 222126.47467770142, 17929.108458102943, 7048.692778270907]",170799.7
2023-06-05_2023-06-11,60103.167110069255,"[26550.0, 3358.0, 359.0, 23.0, 5.0, 1.0, 0.0]","[26446.324777089543, 3408.919771371394, 361.60044126643834, 22.355944235019766, 6.334028900121356, 0.5073153502461089, 0.20751677932920612]","[913240045.8705863, 117723669.38061826, 12506026.700084893, 774231.6907143154, 220225.5846409669, 17402.210614101277, 6780.524000928657]",171935.9
2023-06-12_2023-06-18,60110.16689143563,"[26784.0, 3408.0, 377.0, 20.0, 7.0, 3.0, 0.0]","[26751.266907315017, 3443.4847144659416, 366.2462326344046, 24.05513771532617, 6.428056573904364, 0.5108194906577067, 0.18224183149510068]","[923157253.8739516, 118897633.17357272, 12656912.211832838, 832863.6282993839, 223922.8744027341, 18139.73420122867, 6483.037997815661]",170555.5
2023-06-19_2023-06-25,60117.16688773152,"[26298.0, 3309.0, 341.0, 29.0, 11.0, 0.0, 0.0]","[26182.491842290307, 3352.72037451717, 355.9060099465481, 22.82282196939136, 6.375919974734202, 0.5345080592369368, 0.14030303255837218]","[898729243.541266, 115032748.1010369, 12208452.497303829, 783136.434520812, 218574.2261178131, 17798.649054412635, 5032.059214398095]",169532.4
2023-06-26_2023-07-02,60124.166909374864,"[26678.0, 3314.0, 373.0, 18.0, 6.0, 0.0, 0.0]","[26664.13338124952, 3374.1794316136147, 349.0238815424764, 21.87842728093978, 6.132077868315406, 0.4380387422287225, 0.16198125773377542]","[914366034.523368, 115724962.41077337, 11985081.76372304, 754771.6769169449, 211773.27065590088, 15724.467624747818, 5544.876969698409]",170547.6
2023-07-03_2023-07-09,60131.166912731336,"[25871.0, 3194.0, 356.0, 26.0, 5.0, 0.0, 0.0]","[25921.219934852485, 3265.2292830765973, 335.34553075177513, 20.35336632096276, 5.899096803101779, 0.5077320887550819, 0.1488257182741667]","[894770512.1705662, 112995986.86054654, 11655805.147595514, 712505.139129048, 209209.20644091166, 17325.876233955165, 5142.261823569002]",170582.8
2023-07-10_2023-07-16,60138.16683148146,"[25455.0, 3135.0, 300.0, 26.0, 9.0, 1.0, 0.0]","[25345.716775165674, 3155.6770605028782, 323.5101500834528, 20.309025553377236, 5.882387070400566, 0.4173232648173586, 0.1843212523186082]","[853150990.7499017, 106348060.49722746, 10931545.343057197, 686888.7521944861, 201414.98356024743, 13917.492486373565, 5695.4911331424955]",164923.3
2023-07-17_2023-07-23,60145.16698715271,"[25208.0, 3207.0, 304.0, 21.0, 7.0, 0.0, 0.0]","[25508.77642871013, 3180.6405577090677, 327.2458355803752, 20.38019132529919, 5.798585609642619, 0.5591201180417795, 0.14789813397045568]","[875351417.0815485, 109242473.53332905, 11260039.020916807, 702905.0515828043, 201325.14491168727, 19412.889277034956, 4559.388993367274]",170578.3
2023-07-24_2023-07-30,60152.16686215278,"[22288.0, 2771.0, 314.0, 22.0, 4.0, 0.0, 0.0]","[22293.460577914928, 2799.6852639217786, 288.57009465966667, 18.565094020610356, 5.001110630039292, 0.4011001880063107, 0.12326419631428595]","[759952748.695209, 95339740.40980335, 9817936.842899123, 630088.6629181394, 172034.2862306183, 14318.806169715754, 4345.024930859954]",145681.7
2023-07-31_2023-08-06,60159.16689525477,"[26115.0, 3237.0, 331.0, 16.0, 3.0, 0.0, 0.0]","[25936.205180580528, 3254.075224646779, 333.88948825026597, 20.56727936483668, 6.255287843874797, 0.49320065973430244, 0.17328767280645443]","[893832813.7819346, 112415742.43582647, 11577798.246730529, 718234.3015762839, 219614.82018904525, 17094.2146532312, 6214.775829405104]",170632.5
2023-08-07_2023-08-13,60166.16702233809,"[24537.0, 3026.0, 299.0, 18.0, 7.0, 0.0, 0.0]","[24379.732173378303, 3065.2222263355484, 314.97012320706295, 20.10950075336413, 5.682825128583393, 0.44171920922456015, 0.14128505622395388]","[801906517.1127354, 101021847.0053012, 10421159.87110855, 670039.1939063837, 188204.9895607265, 15157.17619214054, 4867.286250375441]",159476.1
2023-08-14_2023-08-20,60173.16709594929,"[9877.0, 1204.0, 146.0, 9.0, 3.0, 0.0, 0.0]","[9713.890012266635, 1251.6936605466424, 130.5984870941936, 7.9539781113945125, 2.369855927269033, 0.1933000752302359, 0.05935011728648321]","[296142997.1235515, 37740412.84570562, 3932651.2726872084, 241265.8762967128, 71959.22024894648, 6460.199107705849, 1858.4293941734218]",81693.8
2023-08-21_2023-08-27,60180.16712303249,"[19253.0, 2452.0, 251.0, 17.0, 5.0, 0.0, 1.0]","[19205.87227283637, 2452.8532844733213, 256.1869293155945, 15.943809014320005, 4.588553752773577, 0.363833250405321, 0.14450892912850002]","[637857663.2463866, 81196668.18822691, 8460869.545890993, 527307.0230138367, 150674.20439722846, 12423.740976604398, 4835.808330874107]",133849.1
2023-08-28_2023-09-03,60187.16670706021,"[23042.0, 2903.0, 328.0, 24.0, 7.0, 0.0, 0.0]","[22856.187909877164, 2908.231890869939, 304.82242743928316, 19.76625693339587, 5.4486970383789854, 0.46686238510962386, 0.19145000978874682]","[741223046.1963938, 94307127.09679334, 9879184.871804453, 641056.1062968936, 175644.13314582178, 14578.269338700984, 5527.5871920713535]",153661.2
2023-09-04_2023-09-10,60194.166676041845,"[24509.0, 3132.0, 307.0, 17.0, 6.0, 1.0, 0.0]","[24486.255149397133, 3105.480408076512, 322.59989873635294, 20.752436609896478, 5.631997014516395, 0.43445571006383765, 0.1449640825713804]","[817499340.2148852, 103697486.0261464, 10775848.89808145, 693629.3661333058, 189545.49116984775, 14131.26609447367, 5004.572691691523]",166408.2
